Country,Province/State,Study Pop Size (N),Proportion of values entered in row (%),Study Type: Observational or Randomized Clinical Trial (RCT)?,Study length (days),Overall study population or subgroup?,Subgroup,Positive/negative cases,Survivors,Discharged,Contains Any Treatment?,ICU vs. non-ICU,Severity,Ventilation,Median Age,Mean Age,Age SD,Age LQ,Age UQ,% Healthcare Worker,% Male,% White or European,% African American,% Asian,% Hispanic or Latino,% Multiple ethnicities or other,Exposure history (%),Exposure - Wuhan Travel (%),Exposure - Personal Contact (%),Incubation period (days) - Mean,Incubation period (days) - Median,Incubation period (days) - LQ,Incubation period (days) -  Higher Quartile,Time From Symptoms Appearance to Hospitalization (days) - Mean,Time From Symptoms Appearance to Hospitalization (days) - Median,Time From Symptoms Appearance to Hospitalization (days) - LQ,Time From Symptoms Appearance to Hospitalization (days) - UQ,Smoking history,Current drinker,BMI,Obesity,Any Comorbidity,Hypertension,Diabetes,Cardiovascular Disease (incl. CAD),Chronic obstructive lung (COPD),Cancer (Any),Liver Disease (any),Cerebrovascular Disease,Chronic kidney/renal disease,Other,Fever,Average temperature (celsius),Max temperature (celsius),Respiratory rate > 24 breaths per min,Cough,Shortness of Breath (dyspnoea),Headache,Sputum (/Expectoration),Myalgia (Muscle Pain),Fatigue,Upper air-way congestion,Diarrhoea,Nausea or Vomiting,Loss of Appetite/Anorexia,Sore Throat/Stuffy Nose,Chills,Chest Pain,Loss of smell/taste,Disease Severity Asymptomatic,Disease Severity General,Disease Severity Severe,Disease Severity Critical,"Imaging Findings Available? (yes=1, no=0)",White Blood Cell Count (10^9/L) - Median,White Blood Cell Count (10^9/L) - LQ,White Blood Cell Count (10^9/L) - UQ,Lymphocyte Count (10^9/L) - Median,Lymphocyte Count (10^9/L) - LQ,Lymphocyte Count (10^9/L) - UQ,CD4+ T Lymphocyte (Count),CD8+ T Lymphocyte (Count),Platelet Count (10^9/L) - Median,Platelet Count (10^9/L) - LQ,Platelet Count (10^9/L) - UQ,Neutrophil Count (10^9/L) - Median,Neutrophil Count (10^9/L) - LQ,Neutrophil Count (10^9/L) - UQ,Hemoglobin (g/L) - Median,Hemoglobin (g/L) - LQ,Hemoglobin (g/L) - UQ,Hematocrit (%),Albumin (g/L),Alanine Aminotransferase (U/L),Aspartate Aminotransferase (U/L),Total Bilirubin (umol/L) - Median,Total Bilirubin (umol/L) - LQ,Total Bilirubin (umol/L) - UQ,Blood Urea Nitrogen (mmol/L),Creatinine,Creatine Kinase (U/L),C-Reactive Protein (mg/L),Gamma-Glutamyl Transferase (U/L),Interleukin-6 (pg/mL),Procalcitonin (ng/mL),D-Dimer (mg/L),Prothrombin Time (s),Antibiotic,Antiviral (Any),Uses Kaletra,Uses Favipiravir,Uses Tamiflu (oseltamivir),Uses Remdesivir,Uses umif+lop-rit,Uses Arbidol (umifenovir),Uses hydroxychloroquine and/or chloroquine,"Corticosteroid (including Glucocorticoid, Methylprednisolone)",Intravenous immunoglobin,Nasal cannula,High-flow nasal cannula oxygen therapy,Oxygen therapy,Noninvasive mechanical ventilation,Invasive mechanical ventilation,ECMO,Renal replacement therapy,Interferon Alpha-1b,Thymalfasin and/or Thymosin,Sepsis,Respiratory failure or ARDS,Respiratory failure,ARDS,Hypoxemia,Heart failure,Septic shock / shock,Liver dysfunction,Coagulopathy,Acute cardiac injury,Acute kidney injury (AKI),Secondary infection/ Bacterial infection,Hypoproteinaemia,Acidosis,Hospital admission (%),ICU admission,Discharged (%),"ICU length of stay, days","Hospital length of stay, days",Days to Viral Clearance (Median),Mortality,Projected Mortality (accounting for patients not currently discharged)
USA,tionwide,12,0.3483,Observational,33,Top-level,General,Positive only,Both,Both,No,Both,All,Both,53,,,,,,0.67,,,,,,1,0.75,0.17,,,,,1,1,0,3,0.0833,,,,0.1667,0.1667,0.0833,0.1667,0.0833,0,0.08,,0,0.3333,0.5833,,,,0.6667,0.0833,0.25,,,0.4167,,0.0833,,,0.0833,0.0833,,,0,0.5833,0.5,0.0833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,,,,,,,,0.58,0.08,0.92,4,12.71,29,0,0
USA,tionwide,7,0.3876,Observational,33,Subgroup,Hospitalized,Positive only,Both,Both,Yes,Both,All,Both,55,,,,,,0.714,,,,,,1,,,,,,,2,1,1,3,0.1428,,,,0.5714,0.1428,0.1428,0.1428,0.1428,0,,,0,0.2857,0.8527,,38.544,,0.8571,0.1428,0.1428,,,0.2857,,0.1428,,,,,,,0,1,0.8572,0.1428,1,3.65,3.3,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7142,0.4285,0,0,,,,,,0,0,,0.1428,,,,,,,,0,,,,,0,0,,,,,,,,1,0.14,0.86,4,12.71,32,0,0
China,Wuhan,109,0.4101,Observational,41,Top-level,General,Positive only,Both,Discharged only,Yes,ΝΑ,All,Both,55,,,43,66,,0.541,0,0,1,0,0,,,,,,,,5,5,3,7,,,,,,0.339,0.11,,0.037,,,0.055,0.092,,0.826,,,,0.615,,,,,0.569,,0.11,,,,,,,0,,,,,5.2,4,7,0.9,0.5,1.2,,,,,,3.6,2.8,5.6,,,,,,23,30,9,6.5,13.4,4.3,65,91,31,,,0.1,600,,0.972,0.982,,,,,,,,,,,0.257,,,0,,,,,,,,0.486,,,,,,,,,,,1,,0.72,,15,,0.28,0.28
China,Wuhan,56,0.4101,Observational,41,Subgroup,Non-ARDS,Positive only,Both,Discharged only,Yes,ΝΑ,All,Both,49,,,37,59,,0.554,0,0,1,0,0,,,,,,,,4,4,2,6,,,,,,0.286,0.018,,0.036,,,0,0.036,,0.857,,,,0.643,,,,,0.464,,0.107,,,,,,,0,,,,,4.9,3.8,6.2,1,0.8,1.4,,,,,,3.2,2.4,4.2,,,,,,23,29,8.3,6.8,11.7,3.5,64,100,20,,,0.1,370,,0.946,0.982,,,,,,,,,,,0.036,,,0,,,,,,,,0,,,,,,,,,,,1,,0.91,,15,,0.09,0.09
China,Wuhan,53,0.4551,Observational,41,Subgroup,ARDS,Positive only,Both,Discharged only,Yes,ΝΑ,All,Both,61,,,52,70,,0.528,0,0,1,0,0,,,,,,,,7,7,5,9,,,,,,0.396,0.208,,0.038,,,0.113,0.151,,0.792,,,,0.585,,,,,0.679,,0.113,,,,,,,0,,,,,5.4,4.5,8,0.7,0.4,1.1,,,,,,4.1,3.1,7.1,,,,,,24,31,10.5,6.2,14.8,5.5,67,83,49,,,0.1,940,,1,0.981,0.868,0,0.264,,0.113,0.113,0,0.698,0.547,,0.491,,,0,,,,,,,,1,,,,,,,,,,,1,,0.51,,16,,0.49,0.49
China,njing,24,0.3539,Observational,21,Top-level,General,Positive only,Survivors only,Both,Yes,Non-ICU only,Mild only,Non-ventilation only,32.5,,,19,57,,0.333,0,0,1,0,0,,0.333,,,8,6,9,,,,,0.042,,,,,0.083,0.083,0.042,0,0,,0.042,0.042,,0.208,,,,0.083,,,,,0.083,0.042,,,,,,,,,,,,1,,,,,,,,,,,,,,,132,120,144,,,,,,,,,,,,,,,,,0.042,0.875,,,,,,,,0,0.125,,,,0,0,,,1,,0,,,,,,,,,,,,,,1,0,0.38,,,9.5,0,0
China,njing,5,0.3483,Observational,21,Subgroup,Symptomatic,Positive only,Survivors only,Both,Yes,Non-ICU only,Mild only,Non-ventilation only,53,,,23,65,,0,0,0,1,0,0,,0.6,,,8,6,9,,,,,0,,,,,0,0,0,0,0,,0,0.2,,1,,,,0.4,,,,,0.4,0.2,,,,,,,,,,,,1,,,,,,,,,,,,,,,124,123,129,,,,,,,,,,,,,,,,,0,1,,,,,,,,0,0.4,,,,0,0,,,1,,0,,,,,,,,,,,,,,1,0,0,,,12,0,
China,njing,19,0.3371,Observational,21,Subgroup,Asymptomatic,Positive only,Survivors only,Both,Yes,Non-ICU only,Mild only,Non-ventilation only,32,,,15,57,,0.421,0,0,1,0,0,,0.263,,,,,,,,,,0.053,,,,,0.105,0.105,0.053,0,0,,0.053,0,,0,,,,0,,,,,0,0,,,,,,,,,,,,1,,,,,,,,,,,,,,,134.5,120,152,,,,,,,,,,,,,,,,,0.053,0.842,,,,,,,,0,0.053,,,,0,0,,,1,,0,,,,,,,,,,,,,,1,0,0.5,,,6,0,0
China,Wuhan,25,0.264,Observational,30,Top-level,General,Positive only,Non-survivors only,Discharged only,No,ΝΑ,Severe/Critical Only,Both,73,71.88,24.35,62,78,,0.4,0,0,1,0,0,,,,,,,,,,,,,,,,1,0.64,0.36,0.36,0.08,0.16,0,0,0,0.36,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,10.56,,1,1
China,Wuhan,1,0.3034,Observational,30,Subgroup,Patient 1,Positive only,Non-survivors only,Discharged only,No,ΝΑ,Severe/Critical Only,Both,55,55,0,55,55,,0,0,0,1,0,0,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,4.39,4.39,4.39,0.35,,,,,,,,,,,,,,,,,,,,,,,,14.1,,,0.02,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,17,,1,1
China,Wuhan,1,0.3034,Observational,30,Subgroup,Patient 2,Positive only,Non-survivors only,Discharged only,No,ΝΑ,Severe/Critical Only,Both,62,62,0,62,62,,1,0,0,1,0,0,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,7.27,7.27,7.27,0.32,,,,,,,,,,,,,,,,,,,,,,,,83.5,,,1.42,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,11,,1,1
China,Wuhan,1,0.3034,Observational,30,Subgroup,Patient 3,Positive only,Non-survivors only,Discharged only,No,ΝΑ,Severe/Critical Only,Both,81,81,0,81,81,,0,0,0,1,0,0,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,1,1.29,1.29,1.29,0.49,,,,,,,,,,,,,,,,,,,,,,,,52.9,,,0.13,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,17,,1,1
China,Wuhan,1,0.3034,Observational,30,Subgroup,Patient 4,Positive only,Non-survivors only,Discharged only,No,ΝΑ,Severe/Critical Only,Both,72,72,0,72,72,,0,0,0,1,0,0,,,,,,,,,,,,,,,,1,1,1,1,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,0,8.9,8.9,8.9,0.9,,,,,,,,,,,,,,,,,,,,,,,,211,,,0.89,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,10,,1,1
China,Wuhan,1,0.2978,Observational,30,Subgroup,Patient 5,Positive only,Non-survivors only,Discharged only,No,ΝΑ,Severe/Critical Only,Both,83,83,0,83,83,,0,0,0,1,0,0,,,,,,,,,,,,,,,,1,1,1,1,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,0,4.07,4.07,4.07,0.2,,,,,,,,,,,,,,,,,,,,,,,,76.1,,,,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,7,,1,1
China,Wuhan,1,0.2921,Observational,30,Subgroup,Patient 6,Positive only,Non-survivors only,Discharged only,No,ΝΑ,Severe/Critical Only,Both,70,70,0,70,70,,1,0,0,1,0,0,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,7.95,7.95,7.95,0.51,,,,,,,,,,,,,,,,,,,,,,,,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,8,,1,1
China,Wuhan,1,0.264,Observational,30,Subgroup,Patient 7,Positive only,Non-survivors only,Discharged only,No,ΝΑ,Severe/Critical Only,Both,73,73,0,73,73,,1,0,0,1,0,0,,,,,,,,,,,,,,,,1,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,9,,1,1
China,Wuhan,1,0.264,Observational,30,Subgroup,Patient 8,Positive only,Non-survivors only,Discharged only,No,ΝΑ,Severe/Critical Only,Both,74,74,0,74,74,,0,0,0,1,0,0,,,,,,,,,,,,,,,,1,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,8,,1,1
China,Wuhan,1,0.264,Observational,30,Subgroup,Patient 9,Positive only,Non-survivors only,Discharged only,No,ΝΑ,Severe/Critical Only,Both,82,82,0,82,82,,1,0,0,1,0,0,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,7,,1,1
China,Wuhan,1,0.264,Observational,30,Subgroup,Patient 10,Positive only,Non-survivors only,Discharged only,No,ΝΑ,Severe/Critical Only,Both,78,78,0,78,78,,1,0,0,1,0,0,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,10,,1,1
China,Wuhan,1,0.264,Observational,30,Subgroup,Patient 11,Positive only,Non-survivors only,Discharged only,No,ΝΑ,Severe/Critical Only,Both,78,78,0,78,78,,0,0,0,1,0,0,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,9,,1,1
China,Wuhan,1,0.264,Observational,30,Subgroup,Patient 12,Positive only,Non-survivors only,Discharged only,No,ΝΑ,Severe/Critical Only,Both,67,67,0,67,67,,0,0,0,1,0,0,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,7,,1,1
China,Wuhan,1,0.3034,Observational,30,Subgroup,Patient 13,Positive only,Non-survivors only,Discharged only,No,ΝΑ,Severe/Critical Only,Both,94,94,0,94,94,,1,0,0,1,0,0,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,1,3.7,3.7,3.7,1.4,,,,,,,,,,,,,,,,,,,,,,,,58,,,0.07,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,14,,1,1
China,Wuhan,1,0.2978,Observational,30,Subgroup,Patient 14,Positive only,Non-survivors only,Discharged only,No,ΝΑ,Severe/Critical Only,Both,69,69,0,69,69,,0,0,0,1,0,0,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,4.74,4.74,4.74,0.84,,,,,,,,,,,,,,,,,,,,,,,,19.9,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,13,,1,1
China,Wuhan,1,0.264,Observational,30,Subgroup,Patient 15,Positive only,Non-survivors only,Discharged only,No,ΝΑ,Severe/Critical Only,Both,90,90,0,90,90,,1,0,0,1,0,0,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,9,,1,1
China,Wuhan,1,0.3034,Observational,30,Subgroup,Patient 16,Positive only,Non-survivors only,Discharged only,No,ΝΑ,Severe/Critical Only,Both,75,75,0,75,75,,0,0,0,1,0,0,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,11.52,11.52,11.52,0.92,,,,,,,,,,,,,,,,,,,,,,,,39,,,0.12,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,7,,1,1
China,Wuhan,1,0.3034,Observational,30,Subgroup,Patient 17,Positive only,Non-survivors only,Discharged only,No,ΝΑ,Severe/Critical Only,Both,56,56,0,56,56,,0,0,0,1,0,0,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,0,14.49,14.49,14.49,1.2,,,,,,,,,,,,,,,,,,,,,,,,56.8,,,0.24,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,7,,1,1
China,Wuhan,1,0.2978,Observational,30,Subgroup,Patient 18,Positive only,Non-survivors only,Discharged only,No,ΝΑ,Severe/Critical Only,Both,59,59,0,59,59,,0,0,0,1,0,0,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,2.5,2.5,2.5,0.54,,,,,,,,,,,,,,,,,,,,,,,,7.6,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,11,,1,1
China,Wuhan,1,0.3034,Observational,30,Subgroup,Patient 19,Positive only,Non-survivors only,Discharged only,No,ΝΑ,Severe/Critical Only,Both,56,56,0,56,56,,1,0,0,1,0,0,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,0,2.89,2.89,2.89,0.7,,,,,,,,,,,,,,,,,,,,,,,,4.9,,,0.11,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,17,,1,1
China,Wuhan,1,0.264,Observational,30,Subgroup,Patient 20,Positive only,Non-survivors only,Discharged only,No,ΝΑ,Severe/Critical Only,Both,74,74,0,74,74,,1,0,0,1,0,0,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,8,,1,1
China,Wuhan,1,0.3034,Observational,30,Subgroup,Patient 21,Positive only,Non-survivors only,Discharged only,No,ΝΑ,Severe/Critical Only,Both,55,55,0,55,55,,0,0,0,1,0,0,,,,,,,,,,,,,,,,1,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,2.02,2.02,2.02,0.76,,,,,,,,,,,,,,,,,,,,,,,,31.8,,,0.07,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,10,,1,1
China,Wuhan,1,0.2978,Observational,30,Subgroup,Patient 22,Positive only,Non-survivors only,Discharged only,No,ΝΑ,Severe/Critical Only,Both,64,64,0,64,64,,0,0,0,1,0,0,,,,,,,,,,,,,,,,1,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,9.08,9.08,9.08,0.06,,,,,,,,,,,,,,,,,,,,,,,,52,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,20,,1,1
China,Wuhan,1,0.2978,Observational,30,Subgroup,Patient 23,Positive only,Non-survivors only,Discharged only,No,ΝΑ,Severe/Critical Only,Both,74,74,0,74,74,,0,0,0,1,0,0,,,,,,,,,,,,,,,,1,1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,8.88,8.88,8.88,0.26,,,,,,,,,,,,,,,,,,,,,,,,19.2,,,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,19,,1,1
China,Wuhan,1,0.2865,Observational,30,Subgroup,Patient 24,Positive only,Non-survivors only,Discharged only,No,ΝΑ,Severe/Critical Only,Both,56,56,0,56,56,,0,0,0,1,0,0,,,,,,,,,,,,,,,,1,1,0,1,0,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,0,8.08,8.08,8.08,1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,5,,1,1
China,Wuhan,1,0.264,Observational,30,Subgroup,Patient 25,Positive only,Non-survivors only,Discharged only,No,ΝΑ,Severe/Critical Only,Both,100,100,0,100,100,,1,0,0,1,0,0,,,,,,,,,,,,,,,,1,0,1,1,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,4,,1,1
China,Chongqing,51,0.4944,Observational,22,Top-level,General,Positive only,Survivors only,Discharged only,Yes,ΝΑ,All,Both,45,,,34,51,,0.627,0,0,1,0,0,0.923,0.843,,,,,,,,,,,,,,,0.078,0.078,,,,,,,,0.843,,,,0.745,0.216,0.098,0.314,0.118,0.431,,0.078,0.059,,,,,,,,,,1,5.4,4.1,7.6,1.1,0.7,1.6,,,189,134,235,3.7,2.5,6,136,123,152,,40,18,21,,,,4.1,67,52,10.5,,0,0.04,0.28,,0.216,1,1,0,0.137,,0,0,0,0.196,0.078,,0.157,,0.118,0.02,,,1,0.941,,,,,,,,,,,,,,,1,,0.98,,12,,0.02,0.02
China,Chongqing,44,0.4719,Observational,22,Subgroup,Non-severe,Positive only,Survivors only,Discharged only,Yes,ΝΑ,Mild only,Non-ventilation only,44,,,33,49,,0.637,0,0,1,0,0,,,,,,,,,,,,,,,,,0.068,0,,,,,,,,0.841,,,,0.727,0.114,0.114,0.318,0.114,0.364,,0.091,0.068,,,,,,,,,,1,5.2,4.1,7.6,1.3,0.9,1.7,,,192,139,237,3.5,2.4,5.6,136,123,152,,41,18,21,,,,4.1,68,59,7.5,,0,0.04,0.28,,0.09,1,1,0,0.068,,0,0,0,,0,,0.045,,0,0,,,1,0.955,,,,,,,,,,,,,,,1,,1,,,,0,0
China,Chongqing,7,0.4719,Observational,22,Subgroup,Severe,Positive only,Both,Discharged only,Yes,ΝΑ,Severe/Critical Only,Both,52,,,44,60,,0.571,0,0,1,0,0,,,,,,,,,,,,,,,,,0.143,0.571,,,,,,,,0.857,,,,0.857,0.857,0,0.286,0.143,0.857,,0,0,,,,,,,,,,1,5.7,3.5,10.7,0.37,0.3,0.6,,,150,116,225,5.2,3.2,9.9,132,121,152,,35,26,29,,,,5.1,67,42,135.7,,4.6,0.1,0.6,,1,1,1,0,0.57,,0,0,0,,0.571,,0.857,,0.857,0.143,,,1,0.857,,,,,,,,,,,,,,,1,,0.86,,,,0.14,0.14
China,Wuhan,110,0.3876,Observational,40,Top-level,Patients with pneumonia,Positive only,Both,Non-discharged only,No,ΝΑ,All,,45,,,,,,0.4363,0,0,1,0,0,,,,,,,,,,,,0.2363,0.2091,,,,0.2091,0.1363,0.0636,0.0546,,,0.0636,,,0.8182,,,,0.6182,0.3273,,,,0.3728,,,,,,,,,0,0.6545,0.3455,0,0,5.21,4.04,6.68,1,0.55,1.45,,,167.41,137.59,206.2,3.68,2.51,5.1,131.55,114.33,148.76,,39.01,20.49,25.8,,,,4.3,62.18,,20.61,,,0.07,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,0,
China,Wuhan,38,0.3876,Observational,40,Subgroup,Severe pneumonia,Positive only,Both,Non-discharged only,No,ΝΑ,Severe/Critical Only,,70,,,,,,0.6316,0,0,1,0,0,,,,,,,,,,,,0.2368,0.1053,,,,0.3947,0.2105,0.0789,0.1053,,,0.0789,,,0.8684,,,,0.5526,0.3947,,,,0.2632,,,,,,,,,0,0,1,0,0,5.2,3.9,6.46,0.6,0.29,0.91,,,144.5,110.75,167.75,4.26,2.84,4.84,129.87,110.48,149.26,,35.3,21.9,36.8,,,,4.99,74.75,,49.8,,,0.12,1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,0,
China,Wuhan,72,0.3876,Observational,40,Subgroup,Non-severe pneumonia,Positive only,Both,Non-discharged only,No,ΝΑ,All,,35,,,,,,0.3333,0,0,1,0,0,,,,,,,,,,,,0.2361,0.2639,,,,0.1111,0.0972,0.0556,0.0278,,,0.0556,,,0.7917,,,,0.6528,0.2917,,,,0.4306,,,,,,,,,0,1,0,0,0,5.21,4.11,6.8,1.21,0.68,1.74,,,179.5,151.75,226.5,3.38,2.33,5.24,132.43,116.36,148.5,,40.97,19.75,20,,,,3.93,55.55,,5.2,,,0.05,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,0,
China,Chongqing,46,0.5618,Observational,29,Top-level,General,Positive only,Survivors only,Both,Yes,ΝΑ,All,,26.2,,,,,,0.522,0,0,1,0,0,0.956,0.478,0.478,7.2,,,,,,,,0.109,0.289,,0.37,0.13,,,,,,,,,,0.691,,,,0.81,0.024,0.191,0.381,0.071,0.191,0.071,0.048,0.024,0.095,,,0.071,,0.087,,0.891,0.022,1,5,4.1,6.7,1.3,1,1.8,,,192.5,156,237,3.4,2.5,4.4,139.5,130,151,,,17.9,18.3,8.7,5.9,14.6,3.4,61.5,57,26,,,0.03,0.3,11,,1,,,,,,,,,,,0.848,0.848,,,,,0.935,,0,0,0,0,,0,0,0,0,0,0.065,0,0,0,1,,0.78,,,12.6,0,0
China,Chongqing,14,0.5618,Observational,29,Subgroup,Adolescents (10-24 yrs),Positive only,Survivors only,Both,Yes,Non-ICU only,Mild only,Non-ventilation only,17.5,,,,,,0.5,0,0,1,0,0,1,0.643,0.357,,,,,,,,,0.071,0.214,,0.286,0.071,,,,,,,,,,0.583,,,,0.917,0,0.167,0.5,0.083,0.167,0.167,0.167,0,0,,,0.083,,0.143,,0.857,0,1,5.4,4.5,6.7,1.4,1.1,2.3,,,183,156,227,3.8,3.1,5.6,147,133,151,,,16.3,16.6,9,5.9,24.8,3.9,62.5,53,32,,,0.04,0.2,11.25,,1,,,,,,,,,,,0.643,0.643,,,,,0.929,,0,0,0,0,,0,0,0,0,0,0.071,0,0,0,1,0,0.86,,,12.6,0,0
China,Chongqing,32,0.5562,Observational,29,Subgroup,Young Adults (25-35 yrs),Positive only,Survivors only,Both,Yes,ΝΑ,All,,30,,,,,,0.531,0,0,1,0,0,0.937,0.405,0.531,,,,,,,,,0.125,0.323,,0.406,0.156,,,,,,,,,,0.733,,,,0.767,0.067,0.2,0.333,0.067,0.2,0.033,0,0.033,0.133,,,0.067,,0.063,,0.906,0.031,1,4.8,3.9,6.7,1.3,0.9,1.8,,,194.5,152,248,3.2,2.4,4.4,137.5,128.5,150.5,,,20,19.3,8.3,6.1,13.5,3.15,61.5,57.6,30,,,0.03,0.3,11,,1,,,,,,,,,,,0.938,0.938,,,,,0.938,,0,0,0,0,,0,0,0,0,0,0.063,0,0,0,1,,0.75,,,12.5,0,0
