Subgroup,Study Pop Size (N),Proportion of values entered in row (%),Study length (days),Median Age,Mean Age,Age SD,Age LQ,Age UQ,% Healthcare Worker,% Male,% White or European,% African American,% Asian,% Hispanic or Latino,% Multiple ethnicities or other,Exposure history (%),Exposure - Wuhan Travel (%),Exposure - Personal Contact (%),Incubation period (days) - Mean,Incubation period (days) - Median,Incubation period (days) - LQ,Incubation period (days) -  Higher Quartile,Time From Symptoms Appearance to Hospitalization (days) - Mean,Time From Symptoms Appearance to Hospitalization (days) - Median,Time From Symptoms Appearance to Hospitalization (days) - LQ,Time From Symptoms Appearance to Hospitalization (days) - UQ,Smoking history,Current drinker,BMI,Obesity,Any Comorbidity,Hypertension,Diabetes,Cardiovascular Disease (incl. CAD),Chronic obstructive lung (COPD),Cancer (Any),Liver Disease (any),Cerebrovascular Disease,Chronic kidney/renal disease,Other,Fever,Average temperature (celsius),Max temperature (celsius),Respiratory rate > 24 breaths per min,Cough,Shortness of Breath (dyspnoea),Headache,Sputum (/Expectoration),Myalgia (Muscle Pain),Fatigue,Upper air-way congestion,Diarrhoea,Nausea or Vomiting,Loss of Appetite/Anorexia,Sore Throat/Stuffy Nose,Chills,Chest Pain,Loss of smell/taste,Disease Severity Asymptomatic,Disease Severity General,Disease Severity Severe,Disease Severity Critical,"Imaging Findings Available? (yes=1, no=0)",White Blood Cell Count (10^9/L) - Median,White Blood Cell Count (10^9/L) - LQ,White Blood Cell Count (10^9/L) - UQ,Lymphocyte Count (10^9/L) - Median,Lymphocyte Count (10^9/L) - LQ,Lymphocyte Count (10^9/L) - UQ,CD4+ T Lymphocyte (Count),CD8+ T Lymphocyte (Count),Platelet Count (10^9/L) - Median,Platelet Count (10^9/L) - LQ,Platelet Count (10^9/L) - UQ,Neutrophil Count (10^9/L) - Median,Neutrophil Count (10^9/L) - LQ,Neutrophil Count (10^9/L) - UQ,Hemoglobin (g/L) - Median,Hemoglobin (g/L) - LQ,Hemoglobin (g/L) - UQ,Hematocrit (%),Albumin (g/L),Alanine Aminotransferase (U/L),Aspartate Aminotransferase (U/L),Total Bilirubin (umol/L) - Median,Total Bilirubin (umol/L) - LQ,Total Bilirubin (umol/L) - UQ,Blood Urea Nitrogen (mmol/L),Creatinine,Creatine Kinase (U/L),C-Reactive Protein (mg/L),Gamma-Glutamyl Transferase (U/L),Interleukin-6 (pg/mL),Procalcitonin (ng/mL),D-Dimer (mg/L),Prothrombin Time (s),Antibiotic,Antiviral (Any),Uses Kaletra,Uses Favipiravir,Uses Tamiflu (oseltamivir),Uses Remdesivir,Uses umif+lop-rit,Uses Arbidol (umifenovir),Uses hydroxychloroquine and/or chloroquine,"Corticosteroid (including Glucocorticoid, Methylprednisolone)",Intravenous immunoglobin,Nasal cannula,High-flow nasal cannula oxygen therapy,Oxygen therapy,Noninvasive mechanical ventilation,Invasive mechanical ventilation,ECMO,Renal replacement therapy,Interferon Alpha-1b,Thymalfasin and/or Thymosin,Sepsis,Respiratory failure or ARDS,Respiratory failure,ARDS,Hypoxemia,Heart failure,Septic shock / shock,Liver dysfunction,Coagulopathy,Acute cardiac injury,Acute kidney injury (AKI),Secondary infection/ Bacterial infection,Hypoproteinaemia,Acidosis,Hospital admission (%),ICU admission,Discharged (%),"ICU length of stay, days","Hospital length of stay, days",Days to Viral Clearance (Median),Mortality,Projected Mortality (accounting for patients not currently discharged)
Floor,618,0.3427,45,64,63,17.1,51,77,0.1951,0.573,0.0976,0.0198,0.877,0.008,0.0077,0.8036,0.5075,0.3689,6.6372,5.9596,4.2384,8.2039,6.6032,6.9997,5.1176,10.8354,0.226,0.0905,29.3,0.224,0.4903,0.592,0.377,0.139,0.068,0.078,0.019,0.1027,0.159,0.095,0.725,37.9757,38.468,0.2547,0.728,0.608,0.104,0.092,0.2247,0.34,0.1423,0.252,0.223,0.1281,0.078,0.194,0.1242,0.0429,0.0766,0.5191,0.2956,0.3012,5.5109,6.028,4.7284,7.7219,1.5565,1.3256,2.0002,311.5119,210.0112,184.9906,143.5127,232.3308,6.8055,6.771,9.8298,119.1249,109.3857,130.8263,23.0078,37.4577,29.0444,34.4498,11.2484,7.2282,16.2174,6.3544,65.2408,96.7435,39.318,24.443,35.3991,2.0394,82.3308,12.7423,0.532,0.8458,0.002,0.0294,0.003,0.013,0.0966,0.294,0.544,0.3387,0.006,0.4612,0.414,0.6681,0.1923,0.005,0.0379,0.0883,0.6237,0.1518,0.1073,0.144,0.2604,0.144,0.1082,0.011,0.026,0.1817,0.0798,0.1364,0.17,0.1314,0.0498,0.0495,1,0.3354,0.78,10.1,15.3569,14.9137,0.13,0.14
Full sample,179.5,0.3923,78.33333333,50.05,50.05,12.5051,45.63308333,62.45091667,0.1951,0.526,0.016266667,0.0033,0.9795,0.001333333,0.001283333,0.8036,0.5075,0.177983333,6.6372,5.9596,4.2384,8.2039,6.202666667,6.533133333,4.8784,9.3236,0.1019,0.0905,25.4143,0.224,0.4817,0.213433333,0.110466667,0.034033333,0.051966667,0.0731,0.023666667,0.029116667,0.003,0.053833333,0.69075,37.77975,38.468,0.245583333,0.7114,0.30255,0.096566667,0.412433333,0.179783333,0.335333333,0.1423,0.133666667,0.090833333,0.107916667,0.166283333,0.055983333,0.176033333,0.0429,0,0.463166667,0.332666667,0.204166667,0.833333333,6.073333333,4.673666667,7.81825,1.430416667,1.204666667,1.850166667,311.5119,210.0112,185.3255,143.42725,234.4423333,6.8055,6.771,9.8298,119.1249,109.3857,130.8263,23.0078,37.4577,28.537,34.0415,11.2484,7.2282,16.2174,6.3544,65.86733333,93.28625,39.318,24.443,35.3991,2.0394,82.3308,12.7423,0.7431,0.8458,0.4585,0.0294,0.1606,0.276833333,0.0966,0.294,0.1077,0.39225,0.2462,0.4612,0.414,0.69175,0.18525,0.175,0.0379,0.0883,0.6237,0.1518,0.0795,0.322583333,0.2604,0.270666667,0.1082,0.089666667,0.0835,0.634783333,0.0553,0.0385,0.079666667,0.127166667,0.0498,0.0495,1,0.2309,0.527,12.49256667,28.83333333,14.9137,0.06,0.105
GI Symptoms,74,0.6011,12,46.14,46.14,14.19,31.95,60.33,0.1951,0.5,0,0,1,0,0,0.9459,0.5135,0.4324,6.6372,5.9596,4.2384,8.2039,6.6032,6.9997,5.1176,10.8354,0.0423,0.0905,25.4143,0.224,0.3378,0.1622,0.0946,0.0135,0,0,0.11,0.1027,0,0,0.8514,37.9757,38.468,0.2547,0.7162,0.1081,0.1224,0.3919,0.2247,0.3108,0.1423,0,0,0.1281,0.2127,0.1659,0.1242,0.0429,0.0766,0.2297,0.2956,0.3012,1,4.85,3.8,6.34,0.97,0.73,1.3,311.5119,210.0112,183,141,216,3.14,2.6,4.7,135.5,127,149.3,39.4,40.13,25,29.35,10,7.15,13.8,3.35,66,73,15.69,5.95,35.3991,0.06,82.3308,12.7423,0.4189,0.8919,0.8919,0,0,0.1982,0.8919,0.8919,0,0.1486,0,0.4612,0.414,0.6681,0,0.0676,0,0,0.8919,0,0.0135,0.0676,0.0676,0.0676,0.1082,0,0.0135,0.1757,0.0798,0.1364,0.1116,0.1314,0.0498,0.0495,1,0.07,0.5124,6.9554,15.3569,14.9137,0,0.2327
General,229.6380952,0.37367619,29.19047619,49.04097599,48.67073694,12.981072,38.75939437,59.93806476,0.212357143,0.535768571,0.09336381,0.003129524,0.887419048,0.015961905,0.000799048,0.788624762,0.503862857,0.387214286,6.451409524,5.92680381,4.208662857,8.096824762,6.44967619,6.783214286,4.725573333,11.00658286,0.088942857,0.089027619,25.33654381,0.224638095,0.436881905,0.268482857,0.131361905,0.116637143,0.063019048,0.070158095,0.042224762,0.090834286,0.048079048,0.14956,0.71353619,37.94113619,38.48489524,0.24476381,0.58846,0.264138095,0.141190476,0.277546667,0.228419048,0.344412381,0.143865714,0.124127619,0.10862,0.12279619,0.219229524,0.15622381,0.122900952,0.0429,0.07100381,0.554017143,0.285986667,0.27747619,4.924341905,5.92447619,4.391401905,7.607144762,1.546528571,1.145939048,2.05344,314.8697143,211.6757143,188.0017657,141.96058,235.5132724,6.797795238,6.779752381,10.27022095,123.1799333,110.2443029,132.6075829,23.15014857,37.36484095,28.64323429,34.13893143,11.40447619,7.234135238,16.53685143,6.536662857,64.76475048,97.10637143,37.03950476,24.30250476,35.35724571,1.958838095,70.94432762,12.66284381,0.717605714,0.8172,0.435689524,0.027250476,0.192493333,0.194346667,0.103990476,0.288061905,0.08884,0.315969524,0.24262381,0.446617143,0.40478381,0.657564762,0.171130476,0.22436,0.034119048,0.07834,0.585057143,0.144953333,0.100811429,0.347713333,0.25162381,0.238240952,0.105644762,0.09258,0.085577143,0.17958381,0.078888571,0.132615238,0.109538095,0.127915238,0.048670476,0.047990476,0.914714286,0.291906667,0.540754286,6.966028571,15.5049019,14.86087524,0.11847619,0.192673333
Healthcare Personel,50,0.2022,20,43.5,43.5,12.5051,43.5597,60.5411,1,0.24,0.0976,0.0198,0.877,0.008,0.0077,0.8036,0.5075,0.3689,6.6372,5.9596,4.2384,8.2039,6.6032,6.9997,5.1176,10.8354,0.1019,0.0905,25.4143,0.188,0.4903,0.08,0.1,0.08,0.04,0,0,0.1027,0,0.06,0.7001,37.9757,38.468,0.2547,0.6014,0.2963,0.1224,0.2766,0.2247,0.34,0.1423,0.1494,0.1048,0.1281,0.2127,0.1659,0.1242,0.0429,0.0766,0.5191,0.2956,0.3012,5.5109,6.028,4.7284,7.7219,1.5565,1.3256,2.0002,311.5119,210.0112,184.9906,143.5127,232.3308,6.8055,6.771,9.8298,119.1249,109.3857,130.8263,23.0078,37.4577,29.0444,34.4498,11.2484,7.2282,16.2174,6.3544,65.2408,96.7435,39.318,24.443,35.3991,2.0394,82.3308,12.7423,0.7431,0.8458,0.4585,0.0294,0.1606,0.1982,0.0966,0.294,0.1077,0.3387,0.2462,0.4612,0.414,0.6681,0.1923,0.2738,0.0379,0.0883,0.6237,0.1518,0.1073,0.3691,0.2604,0.261,0.1082,0.0956,0.0982,0.1817,0.0798,0.1364,0.1116,0.1314,0.0498,0.0495,0.06,0.3354,0.5124,6.9554,15.3569,14.9137,0,0
Hospitalized,670.6666667,0.310866667,30,57,51.8344,14.54006667,45.70646667,65.0274,0.1951,0.611333333,0.186866667,0.054933333,0.645333333,0.005333333,0.113566667,0.869066667,0.5075,0.3689,6.6372,5.9596,4.2384,8.2039,5.0688,4.9998,3.745066667,8.2236,0.168233333,0.0905,25.4143,0.282333333,0.593566667,0.270466667,0.185266667,0.150066667,0.1052,0.048366667,0.037,0.1027,0.048066667,0.234566667,0.850933333,37.81713333,38.49333333,0.2547,0.652833333,0.146366667,0.0884,0.2766,0.1498,0.264233333,0.1423,0.0974,0.1048,0.0854,0.1418,0.1659,0.1242,0.0429,0.025533333,0.6794,0.4828,0.2484,0.666666667,5.235333333,4.252266667,6.447933333,1.5565,1.3256,2.0002,311.5119,210.0112,184.9906,143.5127,232.3308,6.8055,6.771,9.8298,119.1249,109.3857,130.8263,23.0078,37.4577,29.0444,34.4498,11.2484,7.2282,16.2174,6.3544,65.2408,96.7435,39.318,24.443,35.3991,2.0394,82.3308,12.7423,0.733466667,0.7581,0.152833333,0.0098,0.107066667,0.1982,0.0644,0.529333333,0.0718,0.2258,0.164133333,0.4612,0.3236,0.6681,0.1923,0.255866667,0.0379,0.0883,0.6237,0.1518,0.071533333,0.3691,0.2604,0.261,0.1082,0.063733333,0.065466667,0.1817,0.0798,0.1364,0.1116,0.1314,0.0498,0.0495,1,0.103333333,0.443333333,5.970266667,11.1423,20.60913333,0.05,0.157566667
Hydroxychloroquine,31,0.2191,24,44.1,44.1,16.1,43.5597,60.5411,0.1951,0.452,0,0,1,0,0,0.8036,0.5075,0.3689,6.6372,5.9596,4.2384,8.2039,6.6032,6.9997,5.1176,10.8354,0.1019,0.0905,25.4143,0.224,0.4903,0.2976,0.161,0.1464,0.0698,0.0731,0.037,0.1027,0.0462,0.159,0.7097,37.9757,38.468,0.2547,0.7097,0.2963,0.1224,0.2766,0.2247,0.34,0.1423,0.1494,0.1048,0.1281,0.2127,0.1659,0.1242,0.0429,0.0766,0.5191,0.2956,0.3012,5.5109,6.028,4.7284,7.7219,1.5565,1.3256,2.0002,311.5119,210.0112,184.9906,143.5127,232.3308,6.8055,6.771,9.8298,119.1249,109.3857,130.8263,23.0078,37.4577,29.0444,34.4498,11.2484,7.2282,16.2174,6.3544,65.2408,96.7435,39.318,24.443,35.3991,2.0394,82.3308,12.7423,1,1,0.4585,0.0294,0.1606,0.1982,0.0966,0.294,1,0.3387,1,0.4612,0.414,1,0.1923,0.2738,0.0379,0.0883,0.6237,0.1518,0.1073,0.3691,0.2604,0.261,0.1082,0.0956,0.0982,0.1817,0.0798,0.1364,0.1116,0.1314,0.0498,0.0495,1,0.3354,0.61,6.9554,15.3569,14.9137,0.07,0.1
Hydroxychloroquine and azithromyncin group,113,0.236,41,68,50.7516,59,74,60.5411,0.1951,0.5503,0.345,0.593,0.877,0.008,0.062,0.8036,0.5075,0.3689,6.6372,5.9596,4.2384,8.2039,6.6032,6.9997,5.1176,10.8354,0.115,0.0905,29.9,0.224,0.4903,0.2976,0.549,0.133,0.177,0.13,0.107,0.071,0.0462,0.159,0.469,36.6,38.468,0.2547,0.6014,0.2963,0.1224,0.2766,0.2247,0.34,0.1423,0.1494,0.1048,0.1281,0.2127,0.1659,0.1242,0.0429,0.0766,0.5191,0.2956,0.3012,5.5109,6.028,4.7284,7.7219,1.5565,1.3256,2.0002,311.5119,210.0112,184.9906,143.5127,232.3308,6.8055,6.771,9.8298,119.1249,109.3857,130.8263,23.0078,37.4577,29.0444,34.4498,11.2484,7.2282,16.2174,6.3544,65.2408,96.7435,39.318,24.443,35.3991,2.0394,82.3308,12.7423,0.7431,0.8458,0.4585,0.0294,0.1606,0.1982,0.0966,0.294,1,0.3387,0.2462,0.4612,0.414,0.6681,0.1923,0.069,0.0379,0.0883,0.6237,0.1518,0.1073,0.3691,0.2604,0.261,0.1082,0.0956,0.0982,0.1817,0.0798,0.1364,0.1116,0.1314,0.0498,0.0495,1,0.3354,0.78,6.9554,15.3569,14.9137,0.22,0.22
Hydroxychloroquine group,97,0.236,41,70,50.7516,60,75,60.5411,0.1951,0.5503,0.237,0.68,0.877,0.008,0.083,0.8036,0.5075,0.3689,6.6372,5.9596,4.2384,8.2039,6.6032,6.9997,5.1176,10.8354,0.186,0.0905,30.5,0.224,0.4903,0.2976,0.794,0.258,0.227,0.18,0.082,0.207,0.0462,0.159,0.43,36.6,38.468,0.2547,0.6014,0.2963,0.1224,0.2766,0.2247,0.34,0.1423,0.1494,0.1048,0.1281,0.2127,0.1659,0.1242,0.0429,0.0766,0.5191,0.2956,0.3012,5.5109,6.028,4.7284,7.7219,1.5565,1.3256,2.0002,311.5119,210.0112,184.9906,143.5127,232.3308,6.8055,6.771,9.8298,119.1249,109.3857,130.8263,23.0078,37.4577,29.0444,34.4498,11.2484,7.2282,16.2174,6.3544,65.2408,96.7435,39.318,24.443,35.3991,2.0394,82.3308,12.7423,0.7431,0.8458,0.4585,0.0294,0.1606,0.1982,0.0966,0.294,1,0.3387,0.2462,0.4612,0.414,0.6681,0.1923,0.133,0.0379,0.0883,0.6237,0.1518,0.1073,0.3691,0.2604,0.261,0.1082,0.0956,0.0982,0.1817,0.0798,0.1364,0.1116,0.1314,0.0498,0.0495,1,0.3354,0.72,6.9554,15.3569,14.9137,0.28,0.28
ICU,115.3333333,0.509366667,31.66666667,54.33333333,54.65053333,13.23673333,43.66666667,65,0.2574,0.681666667,0.032533333,0.0066,0.959,0.002666667,0.002566667,0.520866667,0.422166667,0.3689,6.6372,5.9596,4.2384,8.2039,6.402133333,6.666566667,4.0392,8.6118,0.114633333,0.0905,27.34286667,0.224,0.414433333,0.348666667,0.190666667,0.154666667,0.050333333,0.04,0.019,0.0718,0.061066667,0.048666667,0.904,37.9757,38.468,0.376466667,0.722333333,0.618666667,0.082133333,0.243,0.372566667,0.512333333,0.1423,0.095333333,0.100933333,0.186733333,0.169133333,0.1656,0.1242,0.0429,0.051066667,0.6794,0.197066667,0.534133333,2.503633333,7.209333333,4.609466667,8.4073,0.952166667,0.708533333,1.3334,311.5119,210.0112,181.9968667,144.5042333,227.7769333,6.701833333,5.147333333,7.8532,120.0832667,109.9238,129.8842,23.0078,34.2718,33.68146667,39.14993333,11.51613333,9.1094,20.63913333,5.5696,71.74693333,105.2478333,39.318,24.443,35.3991,8.046466667,83.57693333,12.6141,0.8927,0.8826,0.001333333,0.0098,0.602,0.146466667,0.0322,0.098,0.294333333,0.3839,0.087733333,0.513733333,0.482666667,0.6681,0.270766667,0.360333333,0.062633333,0.1061,0.6237,0.1518,0.1073,0.599666667,0.2604,0.599666667,0.1082,0.159866667,0.269733333,0.1817,0.0798,0.0976,0.334333333,0.190933333,0.0498,0.0495,1,0.445133333,0.333333333,9.5036,13.57126667,14.9137,0.23,0.396666667
ICU/Venitlation/Death,67,0.5056,49,63,50.7516,12.5051,53,71,0.1951,0.672,0,0,1,0,0,0.8036,0.357,0.3689,6.6372,4,1,7.5,6.6032,6.9997,5.1176,10.8354,0.258,0.0905,25.4143,0.224,0.4903,0.358,0.269,0.09,0.104,0.015,0.037,0.06,0.03,0.159,0.881,37.9757,38.5,0.2547,0.687,0.537,0.12,0.299,0.09,0.328,0.03,0.06,0.045,0.1281,0.09,0.119,0.1242,0.0429,0.0766,0.5191,0.2956,0.3012,5.5109,6.1,4.9,11.1,0.7,0.6,0.9,311.5119,210.0112,156.5,114.2,195,6.8055,6.771,9.8298,125,105,140,23.0078,37.4577,29.0444,34.4498,11.2484,7.2282,16.2174,6.3544,65.2408,96.7435,39.318,24.443,35.3991,2.0394,82.3308,12.7423,0.896,0.537,0,0,0.537,0.1982,0,0,0,0.522,0.403,0.4612,0.881,0.6681,0.433,0.373,0.075,0.119,0.6237,0.1518,0.1073,0.3691,0.2604,0.403,0.1082,0.0956,0.134,0.1817,0.0798,0.1364,0.403,0.1314,0.0498,0.0495,1,0.82,0.02,6.9554,14.5,14.9137,0.22,0.94
Imported,48,0.4888,21,40,40,10.67,43.5597,60.5411,0.1951,0.4583,0,0,1,0,0,0.8036,1,0.3689,6.6372,5.5,4.2384,8.2039,6,6.9997,5.1176,10.8354,0.0208,0.0208,25.4143,0.224,0.4903,0.125,0.1458,0.0208,0,0.0731,0.037,0.1027,0.0462,0.159,0.75,37.9757,38.468,0.2547,0.75,0.1875,0.1224,0.2917,0.2708,0.3333,0.1423,0,0.1048,0.1281,0.2127,0.1659,0.1242,0.0429,0.0766,0.5191,0.1667,0.3012,1,4.99,4.16,5.94,0.85,0.66,1.09,311.5119,210.0112,198.27,128.46,268.08,6.8055,6.771,9.8298,138.52,123.7,153.34,23.0078,37.43,19.75,25.65,11.04,7.6,19.62,6.3544,64.17,71.5,11.35,24.443,35.3991,0.03,0.45,12.7423,0.2292,1,0.4585,0,0,0.1982,0.0966,0.294,0,0.1042,0.2083,0.4612,0.414,0.6681,0.1923,0.2738,0.0379,0.0883,0.6237,0.0833,0.1073,0.3691,0.2604,0.1042,0.1082,0.0956,0.0982,0.0625,0.0798,0,0,0.1314,0.0498,0.0495,1,0.06,0.52,6.9554,11.16,14.9137,0,0
Imported contact,15,0.4045,26,35,50.7516,12.5051,29,51,0.1951,0.667,0,0,1,0,0,0.8036,0.5075,0.3689,6.6372,8,4,10,6.6032,6.9997,5.1176,10.8354,0.1019,0.0905,25.4143,0.224,0,0.2976,0,0,0,0.0731,0,0.1027,0,0,0.733,37.9757,38.468,0.2547,0.333,0.133,0.1224,0.2,0.267,0.067,0.1423,0.133,0.1048,0.1281,0.2127,0.1659,0.1242,0.0429,0.0766,1,0.2956,0.3012,1,5.2,4.6,6.3,1.5,0.9,2.1,399,287,184.9906,143.5127,232.3308,6.8055,6.771,9.8298,119.1249,109.3857,130.8263,23.0078,37.4577,22.9,19,11.2484,7.2282,16.2174,6.3544,65.2408,96.7435,4.4,24.443,35.3991,2.0394,82.3308,12.7423,0.7431,1,0,0,0,0.1982,0,0,1,0.3387,0.2462,0.4612,0.414,0.6681,0.1923,0.2738,0.0379,0.0883,0.6237,0.1518,0.1073,0.3691,0.2604,0.261,0.1082,0.0956,0.0982,0.1817,0.0798,0.1364,0.1116,0.1314,0.0498,0.0495,1,0.3354,1,6.9554,14,14,0,0
Indigenous,56,0.4888,21,44,44,19.76,43.5597,60.5411,0.1951,0.4821,0,0,1,0,0,0.8036,0,0.3689,6.6372,6,4.2384,8.2039,6,6.9997,5.1176,10.8354,0.0536,0.0179,25.4143,0.224,0.4903,0.1607,0.0893,0.1071,0.0179,0.0731,0.037,0.1027,0.0462,0.159,0.5357,37.9757,38.468,0.2547,0.7679,0.1071,0.1224,0.4464,0.125,0.3036,0.1423,0.0357,0.1048,0.1281,0.2127,0.1659,0.1242,0.0429,0.0766,0.5191,0.1428,0.3012,1,5.14,4.09,7.5,1.08,0.76,1.64,311.5119,210.0112,196.04,132.52,259.56,6.8055,6.771,9.8298,14.82,0,33.06,23.0078,37.29,20.5,26.5,7.26,7.26,14.01,6.3544,67.81,69.5,11.95,24.443,35.3991,0.04,0.51,12.7423,0.1786,0.9821,0.4585,0,0,0.1982,0.0966,0.294,0,0.0714,0.0714,0.4612,0.414,0.6681,0.1923,0.2738,0.0379,0.0883,0.6237,0.0893,0.1073,0.3691,0.2604,0.125,0.1082,0.0956,0.0982,0.0357,0.0798,0.0536,0.0357,0.1314,0.0498,0.0495,1,0.11,0.27,6.9554,9.27,14.9137,0.02,0.06
Invasive Mechanical Ventilation,130,0.3539,24,64.5,50.7516,12.5051,51.7,73.6,0.062,0.708,0.354,0.115,0.192,0.008,0.339,0.8036,0.5075,0.3689,6.6372,5.9596,4.2384,8.2039,6,6,3,8,0.046,0.0905,25.4143,0.434,0.4903,0.538,0.277,0.192,0.054,0.077,0.037,0.1027,0.0462,0.159,0.346,37.9757,38.468,0.215,0.831,0.662,0.1224,0.2766,0.238,0.34,0.1423,0.208,0.1048,0.1281,0.2127,0.1659,0.1242,0.0429,0,0,0,1,1,6.028,4.7284,7.7219,1.5565,1.3256,2.0002,311.5119,210.0112,184.9906,143.5127,232.3308,6.8055,6.771,9.8298,137,109.3857,130.8263,23.0078,37.4577,29.0444,34.4498,11.2484,7.2282,16.2174,6.3544,65.2408,96.7435,39.318,24.443,35.3991,2.0394,82.3308,12.7423,0.7431,0.8458,0.4585,0.0294,0.1606,0.046,0.0966,0.294,0.977,0.246,0.2462,0.4612,0.414,0.6681,0.1923,1,0.0379,0.133,0.6237,0.1518,0.1073,0.3691,0.2604,0.261,0.1082,0.023,0.0982,0.1817,0.0798,0.1364,0.1116,0.119,0.0498,0.0495,1,0.3354,0.18,6.9554,15.3569,14.9137,0.15,0.45
Invasive ventilation,34,0.2809,42,67,50.7516,12.5051,56,72,0.1951,0.79,0.0976,0.0198,0.877,0.008,0.0077,0.8036,0.5075,0.3689,6.6372,5.9596,4.2384,8.2039,6.6032,6.9997,5.1176,10.8354,0.1019,0.0905,25.4143,0.224,0.74,0.26,0.24,0.18,0.15,0.0731,0.037,0.1027,0.0462,0.159,0.7001,37.9757,38.468,0.2547,0.6014,0.2963,0.1224,0.2766,0.2247,0.34,0.1423,0.03,0.1048,0.1281,0.2127,0.1659,0.1242,0.0429,0.0766,0.5191,0.2956,0.3012,5.5109,6.028,4.7284,7.7219,1.5565,1.3256,2.0002,311.5119,210.0112,184.9906,143.5127,232.3308,6.8055,6.771,9.8298,119.1249,109.3857,130.8263,23.0078,37.4577,48,39,11.2484,7.2282,16.2174,6.3544,79.56,96.7435,39.318,24.443,35.3991,2.0394,82.3308,12.7423,0.7431,1,0.4585,0.0294,0.1606,1,0.0966,0.294,0.1077,0.3387,0.2462,0.4612,0,0,0,0.88,0.12,0.0883,0.6237,0.1518,0.1073,0.3691,0.2604,0.03,0.1082,0.0956,0.06,0.1817,0.0798,0.1364,0.05,0.1314,0.0498,0.0495,1,1,0.24,12,17,14.9137,0.18,0.43
Kaletra,34,0.2753,37,40.5,40.5,12.5051,34.8,52.3,0.1951,0.588,0,0,1,0,0,0.8036,0.5075,0.3689,6.6372,5.9596,4.2384,8.2039,6.6032,6.9997,5.1176,10.8354,0.1019,0.0905,25.4143,0.224,0.4903,0.2976,0.161,0.1464,0.0698,0.0731,0.037,0.1027,0.0462,0.159,1,37.9757,38.468,0.2547,0.6014,0.2963,0.1224,0.2766,0.2247,0.34,0.1423,0.1494,0.1048,0.1281,0.2127,0.1659,0.1242,0.0429,0,0.5191,0.2956,0.3012,5.5109,5.2,4.7284,7.7219,1.1,1.3256,2.0002,311.5119,210.0112,184.9906,143.5127,232.3308,3.2,6.771,9.8298,119.1249,109.3857,130.8263,23.0078,37.4577,20.9,34.4498,11.2484,7.2282,16.2174,6.3544,65.2408,96.7435,7.7,24.443,35.3991,2.0394,0.4,12.7423,0.7431,0.8458,1,0.0294,0.1606,0.1982,0.0966,0,0.1077,0.3387,0.2462,0.4612,0.414,1,0.1923,0.2738,0.0379,0.0883,1,0.1518,0.1073,0.3691,0.2604,0.261,0.1082,0.0956,0.0982,0.1817,0.0798,0.1364,0.1116,0.1314,0.0498,0.0495,1,0,1,6.9554,11.5,11.5,0,0
LPV/r group,78,0.3596,38,50,50.7516,12.5051,34,61,0.1951,0.449,0,0,1,0,0,0.8036,0.5075,0.3689,6.6372,5.9596,4.2384,8.2039,6.6032,6.9997,5.1176,10.8354,0.103,0.0905,25.4143,0.224,0.4903,0.244,0.103,0.064,0.013,0.051,0.037,0.1027,0.013,0.026,0.7001,37.9757,38.468,0.2547,0.6014,0.2963,0.1224,0.2766,0.2247,0.34,0.1423,0.1494,0.1048,0.1281,0.2127,0.1659,0.1242,0.0429,0,0.321,0.321,0,5.5109,6.028,4.7284,7.7219,1.5565,1.3256,2.0002,311.5119,210.0112,184.9906,143.5127,232.3308,6.8055,6.771,9.8298,119.1249,109.3857,130.8263,23.0078,37.4577,29.0444,34.4498,11.2484,7.2282,16.2174,6.3544,65.2408,96.7435,39.318,24.443,35.3991,2.0394,82.3308,12.7423,0.936,1,1,0,0,0.1982,0,0,0,0.564,0,0,0.218,0.6681,0.013,0.013,0,0,0.6237,0.1518,0.1073,0.3691,0.2604,0.261,0.1082,0.0956,0.0982,0.1817,0.0798,0.1364,0.1116,0.1314,0.0498,0.0495,1,0,1,6.9554,23,22,0,0
Liver injury,29,0.2978,21,62,62,12.5051,46,67,0.1951,0.724,0.0976,0.0198,1,0.008,0.0077,0.8036,0.5075,0.3689,6.6372,5.9596,4.2384,8.2039,6.6032,6.9997,5.1176,10.8354,0.1019,0.0905,25.4143,0.224,0.4903,0.172,0.103,0.069,0.0698,0.0731,0.037,0.1027,0.0462,0.159,0.862,37.9757,38.468,0.2547,0.759,0.448,0.1224,0.241,0.2247,0.34,0.1423,0.069,0.1048,0.1281,0.2127,0.1659,0.1242,0.0429,0.0766,0.5191,0.2956,0.3012,5.5109,6.3,4.6,7.7,1.2,0.8,1.5,311.5119,210.0112,184.9906,143.5127,232.3308,4.7,3.5,5.7,119.1249,109.3857,130.8263,23.0078,37.4577,74,59,11.2484,7.2282,16.2174,6.3544,65.2408,96.7435,31.1,97,35.3991,2.0394,0.9,12.7423,0.7431,0.8458,0.4585,0.0294,0.1606,0.1982,0.0966,0.294,0.1077,0.3387,0.2462,0.4612,0.414,0.6681,0.1923,0.2738,0.0379,0.0883,0.6237,0.1518,0.1073,0.3691,0.2604,0.261,0.1082,0.0956,0.0982,0.1817,0.0798,0.1364,0.1116,0.1314,0.0498,0.0495,1,0,0,6.9554,15.4,14.9137,0,0.2327
